id,corruption,position,orig_token,alt_token,question_out,prefix,suffix,answer,avg_logprob,delta_from_clean,prompt_avg_nll_increase,generated_answer
0,none,,,,Fudge represented the institution called the ___.,Fudge represented the institution called the ,.,Ministry of Magic,-0.8992191553115845,0.0,0.0,
0,lm_single,2,udge,iled,Filed represented the institution called the ___.,Filed represented the institution called the ,.,Ministry of Magic,-2.3487401008605957,-1.4495209455490112,-0.1256728172302246,
0,lm_single,2,udge,requently,Frequently represented the institution called the ___.,Frequently represented the institution called the ,.,Ministry of Magic,-2.108919143676758,-1.2096999883651733,-0.2512831687927246,
0,lm_single,7, the," ""","Fudge represented the institution called "" ___.","Fudge represented the institution called "" ",.,Ministry of Magic,-2.0083351135253906,-1.1091159582138062,0.4858822822570801,
0,lm_single,7, the, “,Fudge represented the institution called “ ___.,Fudge represented the institution called “ ,.,Ministry of Magic,-1.92422616481781,-1.0250070095062256,0.5943632125854492,"the 
University of 
California 
at"
0,lm_single,1,F,Q,Qudge represented the institution called the ___.,Qudge represented the institution called the ,.,Ministry of Magic,-1.6343469619750977,-0.7351278066635132,0.6800599098205566,
0,lm_single,1,F,The,Theudge represented the institution called the ___.,Theudge represented the institution called the ,.,Ministry of Magic,-1.4729912281036377,-0.5737720727920532,0.536468505859375,"ʻAʻa, which was the name of"
0,lm_single,6, called, as,Fudge represented the institution as the ___.,Fudge represented the institution as the ,.,Ministry of Magic,-1.2209174633026123,-0.32169830799102783,-0.3862490653991699,umpire of the game
0,lm_single,3, represented,y,Fudgey the institution called the ___.,Fudgey the institution called the ,.,Ministry of Magic,-1.213020920753479,-0.31380176544189453,-0.16486310958862305,
0,lm_single,3, represented,",","Fudge, the institution called the ___.","Fudge, the institution called the ",.,Ministry of Magic,-1.1712746620178223,-0.2720555067062378,-0.7849016189575195,
0,lm_single,6, called, of,Fudge represented the institution of the ___.,Fudge represented the institution of the ,.,Ministry of Magic,-1.1615248918533325,-0.26230573654174805,-0.6427936553955078,"fudge, the institution of the fudge, the"
0,lm_single,4, the, by,Fudge represented by institution called the ___.,Fudge represented by institution called the ,.,Ministry of Magic,-0.9977892637252808,-0.09857010841369629,0.18468666076660156,"Fudge Institute of the University of 
California at"
0,none,,,,The Minister of Magic's full name was ___.,The Minister of Magic's full name was ,.,Cornelius Fudge,-0.8743132591247559,0.0,0.0,"Majesty of the Sith, and he was"
0,lm_single,4, Magic, Finance,The Minister of Finance's full name was ___.,The Minister of Finance's full name was ,.,Cornelius Fudge,-2.1327230453491213,-1.2584097862243655,-0.3559441566467285,
0,lm_single,4, Magic, State,The Minister of State's full name was ___.,The Minister of State's full name was ,.,Cornelius Fudge,-1.8778532028198243,-1.0035399436950683,-0.0874338150024414,Karl-Heinz Schroeder
0,lm_single,2, Minister, invention,The invention of Magic's full name was ___.,The invention of Magic's full name was ,.,Cornelius Fudge,-1.766580581665039,-0.8922673225402832,0.7498054504394531,魔法の魔法使い
0,lm_single,2, Minister, effect,The effect of Magic's full name was ___.,The effect of Magic's full name was ,.,Cornelius Fudge,-1.7063810348510742,-0.8320677757263183,0.7357697486877441,魔法の魔法の�
0,lm_single,3, of,ial,The Ministerial Magic's full name was ___.,The Ministerial Magic's full name was ,.,Cornelius Fudge,-1.6687421798706055,-0.7944289207458496,0.6710867881774902,
0,lm_single,3, of, for,The Minister for Magic's full name was ___.,The Minister for Magic's full name was ,.,Cornelius Fudge,-1.2401148796081543,-0.36580162048339837,0.45062971115112305,
0,lm_single,7, name, list,The Minister of Magic's full list was ___.,The Minister of Magic's full list was ,.,Cornelius Fudge,-1.179008388519287,-0.30469512939453114,0.7438926696777344,
0,lm_single,8, was,",","The Minister of Magic's full name, ___.","The Minister of Magic's full name, ",.,Cornelius Fudge,-1.166599655151367,-0.2922863960266112,0.3828878402709961,"菲利普亞, is a common"
0,lm_single,1,The,"
","
 Minister of Magic's full name was ___.","
 Minister of Magic's full name was ",.,Cornelius Fudge,-1.1603118896484375,-0.2859986305236816,0.5475587844848633,"Majesty of the Sith

The name"
0,lm_single,5,'s,",","The Minister of Magic, full name was ___.","The Minister of Magic, full name was ",.,Cornelius Fudge,-1.1250345230102539,-0.250721263885498,0.608731746673584,"Majesty of the Sith,
is the"
1,none,,,,"According to Fudge, the fugitive was meeting up with 'You-____-Who.'","According to Fudge, the fugitive was meeting up with 'You-",-Who.',Know,-0.36776620149612427,0.0,0.0,Know-Who' in the woods
1,lm_single,3, F, the,"According to theudge, the fugitive was meeting up with 'You-____-Who.'","According to theudge, the fugitive was meeting up with 'You-",-Who.',Know,-1.1348555088043213,-0.767089307308197,0.2823061943054199,Know-Who' in the woods of the state of New
1,lm_single,10, meeting, a,"According to Fudge, the fugitive was a up with 'You-____-Who.'","According to Fudge, the fugitive was a up with 'You-",-Who.',Know,-1.1212337017059326,-0.7534675002098083,0.7915620803833008,Know-Who' and 'The Joker'
1,lm_single,10, meeting, in,"According to Fudge, the fugitive was in up with 'You-____-Who.'","According to Fudge, the fugitive was in up with 'You-",-Who.',Know,-0.9366711974143982,-0.5689049959182739,0.5074272155761719,Know-Who' and 'The Joker'
1,lm_single,3, F, a,"According to audge, the fugitive was meeting up with 'You-____-Who.'","According to audge, the fugitive was meeting up with 'You-",-Who.',Know,-0.9197404980659485,-0.5519742965698242,0.71405029296875,Know-Who' in the US
1,lm_single,7, fug, new,"According to Fudge, the newitive was meeting up with 'You-____-Who.'","According to Fudge, the newitive was meeting up with 'You-",-Who.',Know,-0.8995879292488098,-0.5318217277526855,0.7404880523681641,Know-Who' in the woods
1,lm_single,1,According,1,"1 to Fudge, the fugitive was meeting up with 'You-____-Who.'","1 to Fudge, the fugitive was meeting up with 'You-",-Who.',Know,-0.7193965315818787,-0.3516303300857544,0.7456321716308594,"Know-Who'

1 to Fudge, the"
1,lm_single,7, fug, reason,"According to Fudge, the reasonitive was meeting up with 'You-____-Who.'","According to Fudge, the reasonitive was meeting up with 'You-",-Who.',Know,-0.6897785067558289,-0.3220123052597046,0.6967592239379883,Know-Who' to discuss the 'Fudge' movie
1,lm_single,5,",",’,According to Fudge’ the fugitive was meeting up with 'You-____-Who.',According to Fudge’ the fugitive was meeting up with 'You-,-Who.',Know,-0.5920279622077942,-0.22426176071166992,0.7690324783325195,Know-Who' in the woods
1,lm_single,4,udge,am,"According to Fam, the fugitive was meeting up with 'You-____-Who.'","According to Fam, the fugitive was meeting up with 'You-",-Who.',Know,-0.5809518694877625,-0.21318566799163818,0.0477595329284668,Know-Who' in the woods of the state of New
1,lm_single,8,itive,ly,"According to Fudge, the fugly was meeting up with 'You-____-Who.'","According to Fudge, the fugly was meeting up with 'You-",-Who.',Know,-0.5702940821647644,-0.20252788066864014,0.6287450790405273,Know-Who' in the woods
